id,sentiment_food,sentiment_environment,sentiment_service,sentiment_value,sentiment_consistency,sentiment_reputation,sentiment_convenience,sentiment_innovation,sentiment_family_friendly,review_id,labeler_id
2329,1,1,1,0,0,0,0,0,0,29111,17
2330,1,0,1,0,0,0,0,0,0,28939,17
2331,1,0,0,0,0,1,0,0,0,19370,17
2332,1,0,0,0,0,0,0,0,0,24514,17
2333,1,0,1,0,0,0,0,0,0,27008,17
2334,1,0,1,0,0,0,0,0,0,24183,17
2335,1,0,1,0,0,0,0,0,0,24535,17
2336,1,1,0,0,0,0,0,0,0,16591,17
2337,1,1,1,0,0,0,0,0,0,26969,17
2338,1,1,1,0,0,0,0,0,0,26980,17
2339,1,1,1,0,0,0,0,0,0,34661,17
2340,1,1,1,0,0,0,0,0,0,27181,17
2341,1,1,0,0,0,1,0,0,0,26987,17
2342,1,1,1,0,0,0,0,1,0,22698,17
2343,1,0,0,0,0,0,0,0,0,43425,17
2344,0,1,0,0,0,0,0,0,0,14735,17
2345,0,1,1,0,0,0,0,0,0,22988,17
2346,1,1,1,0,0,1,0,0,0,47073,17
2347,1,0,0,0,0,0,0,0,0,19082,17
2348,1,1,1,0,0,0,0,0,0,26756,17
2349,1,1,1,0,0,1,0,0,0,16351,17
2350,1,0,0,0,0,0,0,0,0,24194,17
2351,1,1,1,0,0,0,0,0,0,32445,17
2352,1,0,0,0,1,0,0,0,0,41066,17
2353,1,0,0,0,0,0,0,0,0,46916,17
2354,1,1,1,0,0,0,0,0,0,10999,17
2355,1,1,1,0,0,0,1,1,0,23933,17
2356,1,0,1,1,0,1,0,0,0,2625,17
2357,1,1,1,0,0,0,0,0,0,36686,17
2358,1,1,1,0,0,0,0,0,0,32544,17
2359,1,1,1,1,0,1,0,0,0,23714,17
2360,1,1,1,0,0,0,0,0,0,45934,17
2361,1,0,0,0,0,1,0,0,0,39167,17
2362,1,0,1,0,0,0,0,0,0,3330,17
2363,1,0,1,0,0,0,0,0,0,45606,17
2364,1,0,1,0,0,1,0,0,0,40092,17
2365,1,1,1,0,0,0,0,0,0,15660,17
2366,1,1,1,1,0,0,0,0,0,25198,17
2367,1,1,1,0,0,0,1,0,0,8538,17
2368,1,0,1,0,0,0,0,1,0,36743,17
2369,1,1,0,0,0,0,0,0,0,35501,17
2370,1,1,0,0,0,0,0,0,0,41128,17
2371,1,0,0,0,0,0,0,0,0,11404,17
2372,1,1,1,0,0,0,0,0,0,32109,17
2373,1,1,1,0,0,0,0,0,0,5550,17
2374,1,1,0,0,0,0,0,0,0,29818,17
2375,1,0,1,0,0,0,0,0,0,46616,17
2376,1,0,0,0,0,0,0,0,0,15667,17
2377,1,1,0,0,0,0,0,0,0,34824,17
2378,1,0,0,0,0,0,0,0,0,30340,17
2379,1,1,1,0,0,0,0,0,0,44918,17
2380,1,0,1,0,0,1,0,0,0,36394,17
2381,1,0,0,0,0,0,0,0,0,29495,17
2382,1,1,1,0,1,0,0,0,0,5179,17
2383,1,0,1,0,0,0,0,0,0,31111,17
2384,1,0,1,0,1,0,0,0,0,40299,17
2385,1,1,0,0,1,0,0,0,0,32053,17
2386,0,0,1,0,0,0,0,0,0,36926,17
2387,1,1,1,0,0,0,0,0,0,2343,17
2388,1,0,0,0,0,0,0,0,0,43199,17
2389,1,1,1,0,0,1,0,0,0,26449,17
2390,1,1,1,1,0,0,0,1,0,27163,17
2391,1,1,1,0,0,0,1,0,0,6691,17
2392,1,0,1,0,0,0,0,0,0,46449,17
2393,1,1,0,0,0,1,0,0,0,33574,17
2394,1,0,0,0,0,0,0,0,0,16925,17
2395,1,0,1,1,0,1,1,0,0,3027,17
2396,1,0,1,0,0,1,0,1,0,39487,17
2397,1,1,0,0,0,0,0,0,0,34109,17
2398,1,1,1,0,0,0,0,0,0,26288,17
2399,1,0,1,0,0,0,0,0,0,28888,17
2400,1,1,1,0,0,0,0,0,0,9149,17
2401,1,0,1,1,0,0,0,0,0,37952,17
2402,1,0,1,0,0,0,0,0,0,7038,17
2403,1,0,1,0,1,0,0,0,0,45987,17
2404,1,0,1,0,0,0,0,1,0,37826,17
2405,1,0,0,0,0,0,0,0,0,7812,17
2406,1,0,1,0,0,0,0,0,0,3497,17
2407,1,1,0,1,1,0,0,0,0,26163,16
2408,1,0,1,0,0,0,0,0,0,37492,17
2409,1,0,1,0,0,0,0,0,0,30209,17
2410,1,1,1,0,0,0,0,0,0,31040,17
2411,1,1,1,0,0,0,0,0,0,21041,17
2412,1,1,1,0,0,0,0,0,0,41172,17
2413,1,0,1,0,0,0,0,0,0,3124,17
2414,1,0,0,0,0,0,0,0,0,39675,17
2415,1,0,1,0,0,0,0,0,0,26804,17
2416,1,1,1,0,0,0,0,0,0,30677,17
2417,1,1,1,0,0,0,0,0,0,36642,17
2418,1,1,1,0,0,0,0,0,0,28096,17
2419,0,0,1,0,0,1,0,0,0,10194,17
2420,1,1,1,0,0,0,0,0,0,33825,17
2421,1,0,0,0,0,0,0,0,0,12054,17
2422,1,0,0,0,0,0,1,0,0,43443,17
2423,1,1,1,0,0,0,0,0,0,23761,17
2424,1,0,0,0,0,0,0,0,0,19253,17
2425,1,1,1,0,0,0,0,0,0,27059,17
2426,1,1,1,0,0,0,0,0,0,33529,17
2427,0,0,1,0,0,0,0,0,0,34225,17
2428,1,1,1,1,0,1,0,0,0,25372,17
2429,1,1,1,1,1,0,0,0,0,12894,17
2430,1,0,0,1,0,0,0,0,0,38630,17
2431,1,1,1,0,0,1,0,0,0,9151,17
2432,1,1,0,0,1,0,0,0,0,41981,17
2433,1,1,1,0,0,0,0,0,0,28707,17
2434,1,0,1,0,0,0,0,1,0,37570,17
2435,1,0,0,0,0,0,0,0,0,16579,17
2436,1,0,1,0,0,0,0,0,0,11390,17
2437,1,1,1,0,0,0,0,0,0,33271,17
2438,1,0,0,0,0,0,0,0,0,7259,17
2439,1,1,1,0,0,0,0,0,0,32358,17
2440,1,1,1,0,0,0,0,1,0,35445,17
2441,1,1,1,0,1,0,0,0,0,45204,17
2442,1,0,1,0,0,0,0,0,0,34072,17
2443,1,1,1,0,0,0,1,0,0,25797,17
2444,1,1,1,0,0,0,0,0,0,29655,17
2445,1,1,0,0,0,0,0,0,0,34643,17
2446,1,0,1,0,0,0,0,0,0,41113,17
2447,1,0,1,0,0,1,0,0,0,3479,17
2448,1,1,1,1,0,0,0,0,0,25923,17
2449,1,1,1,1,0,0,0,0,0,25582,17
2450,1,0,1,0,0,0,0,0,0,36578,17
2451,1,0,0,0,1,0,0,0,0,27735,17
2452,1,1,1,0,0,0,0,0,0,44572,17
2453,1,1,1,0,0,1,0,0,0,24943,17
2454,0,0,0,0,1,0,0,0,0,46976,17
2455,0,1,0,0,0,0,0,0,0,46933,17
2456,1,0,1,0,0,0,0,0,0,32753,17
2457,1,1,0,0,0,0,0,0,0,31708,17
2458,1,0,1,0,0,0,0,0,0,24690,17
2459,1,1,1,1,0,1,0,0,0,12282,17
2460,1,0,1,0,0,0,0,0,0,25685,17
2461,1,0,1,0,0,0,0,0,0,25368,17
2462,1,1,1,0,0,0,0,0,0,25531,17
2463,1,0,1,0,0,0,0,1,0,24029,17
2464,1,1,1,0,0,0,0,1,0,45126,17
2465,1,1,1,0,0,0,0,0,0,25274,17
2466,1,0,1,0,0,0,0,0,0,25720,17
2467,1,0,1,0,0,0,0,0,0,28506,17
2468,1,1,1,0,0,0,0,0,0,25575,17
2469,1,0,0,0,0,0,0,0,0,10200,17
2470,1,0,0,0,0,0,0,0,0,24559,17
2471,1,1,1,0,0,0,1,0,0,25796,17
2472,1,1,1,0,0,0,0,1,0,8514,17
2473,1,1,1,0,0,0,0,0,0,25694,17
2474,1,0,1,0,1,0,0,0,0,22293,17
2475,1,1,1,0,0,1,0,0,0,8599,17
2476,1,0,1,0,0,0,0,0,0,45473,17
2477,1,0,1,0,0,0,0,0,0,25527,17
2478,1,0,1,0,0,0,0,0,0,28485,17
2479,0,0,0,0,1,0,0,0,0,46942,17
2480,1,1,0,0,0,0,0,0,0,31734,17
2481,1,0,0,0,0,0,0,0,0,29459,17
2482,1,0,1,0,0,0,0,0,0,31586,17
2483,1,0,1,0,0,0,0,0,0,28428,17
2484,1,0,1,0,1,0,0,0,0,29614,17
2485,1,1,1,0,0,0,0,0,0,24656,17
2486,1,1,1,0,0,0,0,0,0,25291,17
2487,1,0,1,0,0,0,0,0,0,28770,17
2488,1,0,1,0,1,0,0,0,0,46006,17
2489,1,0,0,0,0,1,0,0,0,28948,17
2490,1,0,1,1,0,0,0,1,0,45895,17
2491,0,0,1,0,0,0,0,0,0,25926,17
2492,1,0,0,0,0,0,1,1,0,7196,17
2493,1,0,1,0,1,0,0,1,0,30801,17
2494,1,0,1,0,0,0,0,0,0,45908,17
2495,1,1,0,0,0,0,0,0,0,28828,17
2496,1,0,1,0,0,0,0,0,0,29018,17
2497,0,1,0,0,0,0,0,0,0,46671,17
2498,1,0,0,0,0,0,0,0,0,42289,17
2499,1,0,0,0,0,0,0,0,0,43048,17
2500,1,0,1,0,1,0,0,0,0,12303,17
2501,1,0,1,0,0,1,0,1,0,30428,17
2502,1,0,0,0,0,0,0,0,0,29440,17
2503,0,1,1,0,0,0,0,0,0,36441,17
2504,1,1,1,0,0,0,0,0,0,45294,17
2505,1,1,1,0,0,0,0,0,0,24828,17
2506,1,1,0,0,0,0,0,0,0,29133,17
2507,0,1,1,0,0,0,0,0,0,26138,17
2508,1,1,1,0,0,0,0,0,0,18062,17
2509,1,0,1,0,0,0,0,0,0,27369,17
2510,1,1,1,0,0,0,0,0,0,40934,17
2511,1,0,1,0,0,0,0,0,0,34656,17
2512,1,1,1,0,0,0,0,0,0,31172,17
2513,1,0,1,0,0,0,0,0,0,24503,17
2514,1,0,1,0,0,0,0,0,0,29173,17
2515,1,0,1,0,0,0,0,0,0,22204,17
2516,1,1,0,0,0,0,0,0,0,13718,17
2517,1,0,1,0,0,0,0,0,0,17006,17
2518,1,0,0,0,0,0,0,0,0,19094,17
2519,1,1,1,0,0,0,0,0,0,36731,17
2520,1,0,1,0,0,0,0,0,0,19417,17
2521,1,0,0,0,0,1,0,1,0,25885,17
2522,1,0,1,0,0,0,0,0,0,22162,17
2523,1,0,1,0,0,0,0,0,0,6934,17
2524,1,0,1,0,1,0,0,0,0,36193,17
2525,1,0,0,1,0,0,0,0,0,3226,17
2526,1,1,1,0,0,0,0,0,0,28968,17
2527,1,0,1,0,0,0,0,0,0,41725,17
2528,1,0,1,0,0,1,0,0,0,43380,17
2529,1,1,1,0,0,0,0,0,0,29313,17
2530,1,1,0,0,0,0,1,0,0,14583,17
2531,1,0,1,0,0,0,0,0,0,46622,17
2532,1,0,0,0,0,0,0,1,0,41796,17
2533,1,0,0,0,0,0,0,0,0,36669,17
2534,1,1,1,0,0,0,0,0,0,19081,17
2535,1,1,1,0,0,0,0,0,0,16954,17
2536,1,0,1,0,0,0,0,0,0,23901,17
2537,1,1,1,0,0,0,0,0,0,27552,17
2538,1,1,0,0,0,0,0,0,0,3294,17
2539,1,0,1,0,0,0,1,0,0,23456,17
2540,1,0,1,1,0,0,0,0,0,22169,17
2541,1,0,0,0,0,0,0,0,0,22955,17
2542,1,1,1,0,0,0,0,0,0,22213,17
2543,1,0,1,0,0,0,0,0,0,35944,17
2544,1,1,1,0,0,0,0,0,0,24708,17
2545,1,1,1,0,0,0,0,0,0,26721,17
2546,1,1,1,0,0,0,0,0,0,19503,17
2547,1,1,1,1,0,0,0,0,0,38901,17
2548,1,0,1,0,0,0,0,0,0,35588,17
2549,1,0,1,0,0,0,0,0,0,40590,17
2550,1,0,0,0,0,0,0,0,0,19604,17
2551,1,1,1,0,0,0,0,0,0,36095,17
2552,1,0,1,0,0,0,0,0,0,25111,17
2553,1,1,1,0,0,0,0,0,0,45327,17
2554,1,0,1,0,0,0,0,0,0,40374,17
2555,1,0,1,0,0,0,0,0,0,27834,17
2556,1,1,1,0,0,0,0,0,0,31000,17
2557,1,1,1,0,0,0,0,0,0,27987,17
2558,1,0,1,0,0,1,0,0,0,41454,17
2559,1,0,1,0,0,0,0,0,0,27568,17
2560,1,0,1,0,0,0,0,0,0,22121,17
2561,1,0,1,0,0,0,0,0,0,25826,17
2562,1,1,1,0,0,0,0,0,0,34227,17
2563,1,1,1,0,0,0,0,0,0,25062,17
2564,1,1,1,0,0,0,0,0,0,35398,17
2565,1,0,0,0,0,0,0,0,0,29486,17
2566,1,1,1,0,0,0,0,0,0,35301,17
2567,1,0,1,0,0,0,0,0,0,25774,17
2568,1,0,1,0,0,0,0,1,0,36025,17
2569,1,0,1,0,0,0,0,0,0,46818,17
2570,1,0,0,0,0,0,0,0,0,30215,17
2571,1,1,0,0,0,0,0,1,0,8922,17
2572,1,1,1,0,0,0,0,0,0,25457,17
2573,1,0,1,0,0,0,0,0,0,28328,17
2574,1,0,1,0,0,0,0,0,0,26404,17
2575,1,0,1,0,0,0,0,0,0,24114,17
2576,1,1,1,0,0,0,0,0,0,32636,17
2577,1,1,1,0,1,0,0,0,0,25070,17
2578,1,0,1,0,1,0,0,0,0,25604,17
2579,1,0,1,0,0,0,0,1,0,35731,17
2580,1,0,1,0,0,0,0,0,0,34854,17
2581,1,1,1,0,0,0,0,0,0,34694,17
2582,1,0,1,0,0,0,0,0,0,45340,17
2583,1,0,1,0,0,0,0,0,0,24711,17
2584,1,0,1,0,0,0,0,0,0,28477,17
2585,1,0,1,0,0,0,0,0,0,19107,17
2586,1,0,0,0,0,0,0,0,0,38968,17
2587,1,1,0,0,0,1,0,1,0,41280,17
2588,1,0,1,0,0,1,0,0,0,39253,17
2589,1,1,0,0,0,0,0,0,0,27447,17
2590,1,0,1,0,0,0,0,0,0,36699,17
2591,1,0,1,0,0,0,0,0,0,25394,17
2592,1,0,1,0,0,0,0,0,0,25232,17
2593,1,0,0,0,0,1,0,0,0,30354,17
2594,1,0,1,0,0,0,0,0,0,28346,17
2595,1,0,1,0,0,0,0,0,0,28070,17
2596,1,1,1,0,0,0,0,0,0,28178,17
2597,1,1,0,0,0,0,0,0,0,12984,17
2598,1,0,0,0,0,0,0,0,0,41814,17
2599,1,0,1,0,0,0,0,1,0,23082,17
2600,1,0,0,0,0,0,0,0,0,12143,17
2601,1,0,0,0,0,0,0,0,0,15624,17
2602,1,1,0,0,0,0,0,0,0,35284,17
2603,1,0,0,0,0,0,0,0,0,19493,17
2604,1,1,0,0,0,0,0,0,0,31454,17
2605,1,1,1,0,0,0,0,0,0,37313,17
2606,1,0,0,0,0,0,0,0,0,47013,17
2607,1,0,1,0,0,0,0,0,0,25790,17
2608,1,0,1,0,0,0,0,0,0,38709,17
2609,1,1,0,0,0,0,0,0,0,32079,17
2610,1,0,1,1,0,0,0,0,0,27485,17
2611,1,1,1,0,0,0,0,0,0,33635,17
2612,1,0,1,0,0,0,0,0,0,24827,17
2613,1,0,1,0,0,0,0,0,0,41995,17
2614,1,1,0,0,0,0,0,0,0,33013,17
2615,1,0,1,0,0,0,0,0,0,7040,17
2616,1,0,0,0,1,0,0,0,0,7200,17
2617,1,0,1,1,0,0,0,0,0,24857,17
2618,1,1,1,0,0,0,0,0,0,31663,17
2619,1,1,1,0,0,0,0,0,0,31881,17
2620,1,1,0,0,0,0,0,0,0,33206,17
2621,1,0,1,0,0,1,0,0,0,27665,17
2622,1,0,1,0,0,0,0,0,0,23813,17
2623,1,0,0,0,0,0,0,0,0,3334,17
2624,1,1,0,0,0,0,0,0,0,33201,17
2625,1,1,1,0,0,0,0,0,0,33214,17
2626,1,1,1,0,0,0,0,0,0,34078,17
2627,1,1,1,0,0,0,0,0,0,32262,17
2628,1,0,0,1,0,0,0,0,0,2880,17
2629,1,1,1,0,0,0,0,0,0,28214,17
2630,1,0,0,0,0,0,0,0,0,28450,17
2631,1,0,1,0,0,0,0,0,0,14572,17
2632,1,1,0,0,1,0,0,1,0,47067,17
2633,1,1,1,0,0,0,0,0,0,32268,17
2634,1,1,1,0,0,0,0,0,0,35045,17
2635,0,0,1,1,0,0,0,0,0,34009,17
2636,1,1,1,0,0,0,0,0,0,32602,17
2637,1,1,1,0,0,0,0,0,0,33773,17
2638,1,0,1,1,0,0,0,1,0,45285,17
2639,1,1,1,0,0,0,0,0,0,11314,17
2640,1,1,1,0,0,0,1,0,0,27421,17
2641,1,1,0,0,0,0,0,0,0,46904,17
2642,1,0,1,0,0,0,0,0,0,37797,17
2643,1,1,0,0,0,0,0,0,0,41884,17
2644,1,1,0,0,0,0,0,0,0,37929,17
2645,1,0,0,0,0,1,0,0,0,40321,17
2646,1,0,1,0,0,0,0,0,0,43039,17
2647,1,1,0,0,0,0,0,0,0,39767,17
2648,1,0,1,0,0,0,0,1,0,41565,17
2649,1,1,1,0,0,0,0,0,0,32571,17
2650,0,0,1,0,0,0,0,0,0,28360,17
2651,1,0,1,0,0,0,0,0,0,46998,17
2652,1,1,1,0,0,0,0,1,0,38735,17
2653,1,0,1,0,0,0,0,0,0,26391,17
2654,1,1,1,0,0,0,0,0,0,22481,17
2655,1,1,1,0,0,0,0,0,0,33670,17
2656,1,1,0,1,0,0,0,0,0,33922,17
2657,1,1,1,0,0,0,0,0,0,32931,17
2658,1,1,1,0,0,0,0,0,0,36172,17
2659,1,1,1,0,0,0,0,0,0,33591,17
2660,1,0,1,0,0,0,0,0,0,39683,17
2661,0,1,0,0,0,0,0,0,0,16158,17
2662,1,0,0,0,0,0,0,0,0,43074,17
2663,1,0,1,0,0,0,0,0,0,39151,17
2664,1,0,0,0,0,0,0,0,0,41518,17
2665,1,1,1,0,0,0,0,1,0,39098,17
2666,1,0,0,0,0,0,0,0,0,23739,17
2667,1,1,0,0,0,0,0,0,0,35453,17
2668,1,1,0,0,0,0,0,0,0,37278,17
2669,1,0,1,0,0,0,0,0,0,34809,17
2670,1,0,1,0,0,1,0,0,0,24106,17
2671,1,1,1,0,0,0,0,0,0,31489,17
2672,1,1,1,0,0,0,0,0,0,23254,17
2673,1,0,1,0,0,0,0,0,0,25431,17
2674,1,1,1,0,0,0,0,0,0,38800,17
2675,1,0,1,0,0,0,0,0,0,44388,17
2676,1,0,0,1,0,0,0,1,0,8585,17
2677,1,1,1,0,0,0,0,0,0,32679,17
2678,1,1,1,0,0,0,0,0,0,33555,17
2679,1,1,1,0,0,0,0,0,0,36975,17
2680,1,1,1,0,0,0,0,0,0,31784,17
2681,1,0,0,1,0,0,0,0,0,26200,17
2682,1,1,1,0,0,0,0,0,0,23198,17
2683,1,0,1,0,0,0,0,0,0,28136,17
2684,1,0,1,0,1,0,0,0,0,45089,17
2685,1,0,1,0,0,0,0,0,0,24533,17
2686,1,1,0,0,0,0,0,0,0,18753,17
2687,1,0,0,1,0,0,1,0,0,17440,17
2688,0,1,0,0,0,0,0,0,0,33211,17
2689,1,1,1,1,0,0,0,1,0,33722,17
2690,1,1,0,0,0,0,0,0,0,17963,17
2691,1,1,1,0,0,0,0,0,0,34187,17
2692,0,1,0,0,0,0,0,0,0,26448,17
2693,1,0,1,0,0,0,0,0,0,14028,17
2694,1,0,1,0,0,1,0,0,0,23584,17
2695,1,0,0,0,0,0,0,0,0,38764,17
2696,1,0,1,0,0,0,0,0,0,30681,17
2697,1,1,1,1,0,1,0,1,0,19222,17
2698,1,1,1,0,0,1,0,1,0,37641,17
2699,1,0,1,0,0,0,0,1,0,4491,17
2700,1,0,1,0,0,1,0,1,0,23523,17
2701,1,1,1,0,0,1,0,0,0,38870,17
2702,1,0,1,0,0,0,0,0,0,21087,17
2703,1,1,1,0,0,0,0,0,0,28896,17
2704,1,1,0,0,0,0,0,0,0,32667,17
2705,1,0,1,0,0,0,0,1,0,42129,17
2706,1,1,0,0,0,0,0,0,0,22737,17
2707,0,0,0,0,1,0,0,0,0,3511,17
2708,1,0,1,0,0,0,0,0,0,42161,17
2709,1,0,1,0,0,0,0,0,0,41600,17
2710,1,1,1,1,0,0,0,0,0,25021,17
2711,1,1,0,0,0,0,0,0,0,32162,17
2712,1,1,1,0,0,0,0,0,0,22588,17
2713,1,1,1,0,0,0,0,0,0,13924,17
2714,1,1,1,0,0,0,0,1,0,36207,17
2715,1,1,1,1,0,1,0,0,0,32541,17
2716,1,1,1,0,0,0,0,0,0,44665,17
2717,1,0,0,1,0,0,0,0,0,3224,17
2718,1,0,1,0,0,1,0,0,0,40588,17
2719,1,0,1,0,0,0,0,0,0,23068,17
2720,1,1,1,0,0,0,0,0,0,26732,17
2721,1,1,0,0,0,0,0,0,0,28029,17
2722,1,0,1,0,0,0,1,0,0,7083,17
2723,1,1,1,0,0,0,0,0,0,13044,17
2724,1,1,1,0,1,0,0,0,0,32317,17
2725,1,0,1,0,0,0,0,0,0,13991,17
2726,1,0,1,0,0,0,0,0,0,46541,17
2727,1,1,1,0,0,0,0,0,0,21007,17
2728,1,1,1,0,0,0,0,1,0,33406,17
2729,1,0,0,0,0,0,0,0,0,46512,17
2730,1,1,1,0,0,1,0,1,0,23752,17
2731,1,0,1,0,0,0,0,0,0,36064,17
2732,1,0,1,0,0,0,0,0,0,26398,17
2733,1,0,1,0,0,0,0,0,0,35583,17
2734,1,1,1,0,0,0,0,0,0,32924,17
2735,1,1,1,0,0,0,0,0,0,36278,17
2736,1,0,0,0,0,0,0,0,0,23760,17
2737,0,1,0,0,0,0,1,0,0,6324,17
2738,1,0,1,0,0,0,0,0,0,36577,17
2739,1,1,1,0,0,0,0,0,0,33493,17
2740,0,0,0,0,0,1,0,0,0,27186,17
2741,1,0,1,0,0,0,0,0,0,22492,17
2742,1,1,1,0,0,0,0,0,0,18072,17
2743,1,1,0,0,0,0,0,0,0,30172,17
2744,1,0,1,1,1,1,0,0,0,22673,17
2745,1,0,1,0,0,0,0,0,0,5566,17
2746,1,1,0,0,0,0,0,1,0,19608,17
2747,1,1,1,0,0,0,0,0,0,41723,17
2748,1,0,0,1,0,0,1,0,0,19658,17
2749,0,0,0,1,0,0,0,0,0,23587,17
2750,1,0,1,0,0,0,0,0,0,36020,17
2751,1,1,1,0,1,0,0,0,0,30365,17
2752,0,0,1,0,0,0,0,0,0,27480,17
2753,1,1,1,1,1,0,0,1,0,45584,17
2754,1,1,1,0,0,0,0,0,0,37516,17
2755,1,1,1,0,0,0,0,0,0,45460,17
2756,1,1,1,0,0,0,0,0,0,44900,17
2757,1,0,1,0,0,0,0,0,0,3448,17
2758,0,1,0,0,0,0,0,0,0,12931,17
2759,1,1,1,0,0,0,1,1,0,45513,17
2760,1,0,1,0,0,0,0,0,0,36078,17
2761,1,0,0,0,0,0,0,0,0,29990,17
2762,1,0,0,0,0,0,0,1,0,40114,17
2763,1,1,0,1,0,0,0,0,0,6557,17
2764,1,0,1,0,0,0,0,1,0,22332,17
2765,0,1,0,0,0,0,0,1,0,39542,17
2766,0,0,0,0,0,0,1,0,0,18107,17
2767,1,1,1,0,0,0,0,0,0,24832,17
2768,1,1,1,0,0,0,0,1,0,29710,17
2769,1,0,1,0,1,0,0,0,0,25624,17
2770,1,0,1,0,0,1,0,0,0,27919,17
2771,1,1,1,0,0,1,0,0,0,23554,17
2772,1,1,1,0,0,0,0,0,0,29250,17
2773,1,0,1,0,0,0,0,0,0,24914,17
2774,1,0,1,0,1,0,0,0,0,25490,17
2775,1,0,1,0,0,0,0,0,0,28500,17
2776,1,0,0,0,1,0,0,0,0,22536,17
2777,1,1,1,0,1,0,0,0,0,28823,17
2778,1,1,1,0,0,0,0,0,0,31641,17
2779,1,1,1,0,0,0,0,0,0,30890,17
2780,1,1,1,0,0,0,0,0,0,29510,17
2781,0,1,0,0,0,0,0,0,0,26403,17
2782,1,0,1,0,0,0,0,0,0,44879,17
2783,1,1,1,0,0,0,0,0,0,32620,17
2784,1,1,1,0,1,0,0,0,0,41882,17
2785,1,0,1,0,0,0,0,0,0,23486,17
2786,1,0,0,0,0,0,0,0,0,17238,17
2787,1,0,1,0,0,0,0,0,0,24962,17
2788,1,0,1,1,0,1,0,0,0,40323,17
2789,1,1,1,0,0,0,0,0,0,23695,17
2790,1,0,1,0,0,1,0,0,0,40318,17
2791,1,0,1,0,0,0,0,0,0,45076,17
2792,1,0,1,0,0,1,0,1,0,36347,17
2793,1,0,1,0,0,1,0,0,0,28806,17
2794,1,0,1,0,0,0,0,0,0,21988,17
2795,1,1,1,0,0,0,0,0,0,41655,17
2796,1,1,1,0,0,0,0,0,0,24779,17
2797,1,0,1,0,0,0,0,0,0,23559,17
2798,1,0,0,0,0,0,0,0,0,43428,17
2799,1,1,0,0,0,0,0,0,0,34109,16
2800,1,1,1,1,0,0,0,1,0,27163,16
2801,0,0,1,1,0,1,0,0,0,10194,16
2802,1,0,1,1,0,1,1,0,0,3027,16
2803,1,1,1,0,0,0,0,0,0,21041,16
2804,1,1,1,0,0,0,0,0,0,2343,16
2805,1,1,0,1,1,0,0,0,0,32053,16
2806,1,1,1,0,0,0,0,0,0,26288,16
2807,1,1,0,0,1,0,0,0,0,29818,16
2808,1,1,1,1,0,0,0,0,0,9149,16
2809,1,0,1,1,0,0,0,0,0,37492,16
2810,1,0,0,1,1,0,0,0,0,15667,16
2811,1,1,0,1,1,0,0,0,0,38630,16
2812,1,0,0,1,0,0,0,0,0,12054,16
2813,1,0,0,0,0,0,0,0,0,29495,16
2814,1,1,1,1,0,1,0,0,0,31040,16
2815,1,1,1,1,0,0,0,0,0,36642,16
2816,1,0,1,1,0,0,1,0,0,3497,16
2817,1,0,1,1,1,0,0,0,0,37952,16
2818,1,1,0,0,0,0,0,0,0,30943,18
2819,1,0,1,0,0,0,0,0,1,28888,18
2820,1,0,1,1,0,0,0,0,0,45987,18
2821,1,0,1,0,0,0,0,0,0,12263,17
2822,1,0,1,0,0,0,1,0,0,11365,17
2823,1,1,1,0,1,1,0,1,0,40614,17
2824,1,0,0,0,0,0,1,0,0,6692,17
2825,1,0,1,0,1,0,0,0,0,37215,17
2826,1,1,1,0,0,0,0,0,0,22149,17
2827,1,1,1,0,0,0,0,1,0,22790,17
2828,1,1,0,0,0,0,0,0,0,32485,17
2829,1,1,0,0,0,0,0,0,0,33999,17
2830,1,0,1,0,0,0,0,0,0,27778,17
2831,1,0,1,0,0,1,0,0,0,39322,17
2832,1,1,1,0,1,0,0,0,0,23287,17
2833,1,1,1,0,0,0,0,0,0,12896,17
2834,1,1,1,0,1,0,0,0,0,24995,17
2835,1,0,1,0,0,1,0,0,0,37286,17
2836,1,0,1,1,0,0,0,0,0,45668,17
2837,1,0,1,0,0,0,0,0,0,46235,17
2838,1,0,1,0,0,0,0,0,0,28930,17
2839,1,1,1,0,0,0,0,0,0,29294,17
2840,1,0,0,0,0,1,0,0,0,26194,17
2841,1,1,1,0,0,0,0,0,0,33654,17
2842,1,0,1,0,0,0,0,0,0,12292,17
2843,1,1,1,0,0,0,0,0,0,11304,17
2844,1,1,1,0,0,1,0,1,0,46037,17
2845,1,1,1,0,0,0,0,0,0,27983,17
2846,1,0,1,0,0,0,0,0,0,30783,17
2847,1,1,0,0,0,1,0,0,0,9206,17
2848,1,0,1,0,1,0,0,0,0,30225,17
2849,1,0,1,0,0,0,0,0,0,3090,17
2850,1,0,1,0,0,0,0,0,0,15957,17
2851,1,1,1,0,0,0,0,0,0,31127,17
2852,1,0,1,0,0,1,0,0,0,34407,17
2853,1,1,1,0,0,0,0,0,0,30696,17
2854,1,0,1,0,0,0,0,0,0,35633,17
2855,1,1,1,0,0,0,0,0,0,33410,17
2856,1,1,1,0,0,0,0,0,0,31958,17
2857,1,0,1,0,0,1,0,0,0,11414,17
2858,0,0,1,0,0,0,0,0,0,30126,17
2859,1,0,1,0,0,0,0,0,0,14720,17
2860,1,1,1,0,0,1,0,0,0,20765,17
2861,1,1,1,0,0,0,0,0,0,11348,17
2862,1,1,1,0,0,0,0,0,0,29257,17
2863,1,0,1,0,0,0,0,0,0,27538,17
